INSERT INTO oceny (user_id, temat, przedmiot, wartosc, data_wystawienia) VALUES('101', 'Kartkówka', 'Język Francuski', '3', '2016-09-14 08:10:19'), 
('101', 'Praca dodatkowa', 'Język Angielski', '1', '2016-12-20 20:50:14'), 
('178', 'Projekt', 'Język Francuski', '6', '2016-10-06 20:40:35'), 
('178', 'Kartkówka', 'Matematyka', '6', '2016-11-10 06:24:16'), 
('178', 'Projekt', 'Wychowanie do Życia w Rodzinie', '4', '2017-01-31 10:18:06'), 
('178', 'Kartkówka', 'Fizyka', '5', '2017-01-17 20:06:25'), 
('178', 'Projekt', 'Język Polski', '5', '2016-11-26 13:34:23'), 
('178', 'Projekt', 'Religia', '4', '2016-11-26 22:32:09'), 
('178', 'Kartkówka', 'Biologia', '4', '2016-12-13 23:12:24'), 
('178', 'Projekt', 'Wiedza o Społeczeństwie', '4', '2016-10-04 15:31:57'), 
('178', 'Projekt', 'Język Polski', '5', '2016-09-09 22:43:30'), 
('178', 'Aktywność na lekcji', 'Język Włoski', '2', '2017-01-30 02:09:14'), 
('178', 'Praca dodatkowa', 'Wychowanie Fizyczne', '3', '2016-10-05 10:26:50'), 
('178', 'Projekt', 'Język Włoski', '1', '2016-10-02 20:25:10'), 
('179', 'Kartkówka', 'Wychowanie Fizyczne', '6', '2017-01-09 00:37:03'), 
('179', 'Zachowanie', 'Wiedza o Społeczeństwie', '1', '2016-11-23 13:21:22'), 
('179', 'Projekt', 'Język Polski', '6', '2016-09-29 16:22:13'), 
('179', 'Kartkówka', 'Język Hiszpański', '5', '2016-12-05 12:59:37'), 
('179', 'Kartkówka', 'Biologia', '3', '2016-10-06 14:28:00'), 
('179', 'Praca dodatkowa', 'Język Angielski', '5', '2016-09-13 01:58:51'), 
('179', 'Odpowiedź ustna', 'Informatyka', '1', '2016-10-19 17:13:59'), 
('179', 'Praca dodatkowa', 'Zajęcia Artystyczne', '4', '2016-10-06 21:16:23'), 
('179', 'Zachowanie', 'Informatyka', '2', '2017-01-18 20:39:44'), 
('179', 'Zachowanie', 'Religia', '4', '2016-09-26 18:48:17'), 
('179', 'Projekt', 'Chemia', '6', '2017-01-07 03:24:34'), 
('179', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '3', '2016-09-11 10:25:56'), 
('179', 'Egzamin', 'Język Włoski', '6', '2016-09-28 14:11:43'), 
('179', 'Odpowiedź ustna', 'Język Hiszpański', '4', '2016-11-07 17:16:18'), 
('179', 'Sprawdzian', 'Język Polski', '2', '2016-12-23 17:06:19'), 
('179', 'Zachowanie', 'Fizyka', '2', '2017-01-13 09:36:59'), 
('179', 'Kartkówka', 'Chemia', '1', '2016-11-07 10:28:20'), 
('179', 'Egzamin', 'Muzyka', '5', '2016-12-09 06:44:33'), 
('179', 'Egzamin', 'Język Rosyjski', '1', '2016-11-30 17:44:50'), 
('179', 'Kartkówka', 'Język Włoski', '6', '2017-01-23 03:05:20'), 
('179', 'Zachowanie', 'Biologia', '5', '2016-12-16 15:47:56'), 
('179', 'Egzamin', 'Plastyka', '1', '2017-01-20 23:03:08'), 
('179', 'Aktywność na lekcji', 'Język Polski', '6', '2017-01-10 12:09:39'), 
('179', 'Praca dodatkowa', 'Język Włoski', '2', '2016-10-08 21:43:00'), 
('179', 'Egzamin', 'Język Francuski', '6', '2016-09-13 20:53:01'), 
('179', 'Praca dodatkowa', 'Informatyka', '6', '2016-12-12 18:32:32'), 
('179', 'Aktywność na lekcji', 'Technika', '1', '2016-11-05 18:37:51'), 
('179', 'Sprawdzian', 'Religia', '2', '2016-12-08 08:10:46'), 
('179', 'Sprawdzian', 'Geografia', '5', '2016-10-08 12:14:35'), 
('179', 'Sprawdzian', 'Język Angielski', '2', '2016-12-02 16:09:07'), 
('180', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '6', '2016-11-03 00:54:04'), 
('180', 'Zachowanie', 'Chemia', '4', '2016-11-13 02:00:09'), 
('180', 'Zachowanie', 'Zajęcia Artystyczne', '6', '2016-11-10 03:17:15'), 
('180', 'Projekt', 'Wychowanie Fizyczne', '5', '2016-09-29 09:06:47'), 
('180', 'Sprawdzian', 'Wiedza o Społeczeństwie', '5', '2017-01-02 13:37:20'), 
('180', 'Kartkówka', 'Język Rosyjski', '5', '2016-09-07 16:37:13'), 
('180', 'Zachowanie', 'Muzyka', '4', '2016-09-22 14:13:31'), 
('180', 'Praca dodatkowa', 'Religia', '4', '2017-01-25 17:05:37'), 
('180', 'Projekt', 'Język Włoski', '6', '2016-10-03 07:36:16'), 
('180', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '6', '2016-09-24 11:26:57'), 
('180', 'Odpowiedź ustna', 'Język Hiszpański', '1', '2016-09-15 19:06:18'), 
('180', 'Aktywność na lekcji', 'Język Hiszpański', '4', '2017-01-26 00:58:13'), 
('180', 'Odpowiedź ustna', 'Muzyka', '3', '2016-12-25 17:06:22'), 
('180', 'Kartkówka', 'Język Włoski', '6', '2016-09-27 11:14:28'), 
('180', 'Kartkówka', 'Technika', '4', '2017-01-03 03:57:40'), 
('180', 'Egzamin', 'Fizyka', '4', '2016-12-07 08:18:04'), 
('180', 'Zachowanie', 'Chemia', '2', '2016-09-24 00:59:11'), 
('180', 'Sprawdzian', 'Wychowanie Fizyczne', '6', '2017-01-13 11:41:47'), 
('180', 'Zachowanie', 'Język Polski', '3', '2016-09-23 08:33:31'), 
('180', 'Projekt', 'Biologia', '1', '2016-09-30 12:54:34'), 
('180', 'Zachowanie', 'Technika', '4', '2017-01-31 17:18:36'), 
('181', 'Egzamin', 'Plastyka', '6', '2016-11-03 03:17:10'), 
('181', 'Odpowiedź ustna', 'Muzyka', '3', '2017-02-03 18:37:29'), 
('181', 'Praca dodatkowa', 'Język Włoski', '1', '2016-10-26 03:48:02'), 
('181', 'Sprawdzian', 'Informatyka', '6', '2016-12-30 19:27:47'), 
('181', 'Sprawdzian', 'Język Angielski', '5', '2016-09-07 07:42:11'), 
('181', 'Sprawdzian', 'Plastyka', '5', '2016-12-17 16:34:09'), 
('181', 'Projekt', 'Technika', '3', '2016-12-17 09:39:31'), 
('181', 'Odpowiedź ustna', 'Matematyka', '1', '2016-12-09 16:38:14'), 
('181', 'Praca dodatkowa', 'Język Rosyjski', '6', '2016-09-30 20:45:06'), 
('181', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-27 07:44:10'), 
('181', 'Odpowiedź ustna', 'Fizyka', '5', '2016-09-27 07:36:15'), 
('181', 'Egzamin', 'Biologia', '5', '2016-12-03 20:23:27'), 
('181', 'Egzamin', 'Wiedza o Społeczeństwie', '5', '2016-10-08 21:28:42'), 
('181', 'Projekt', 'Geografia', '3', '2016-11-20 19:44:52'), 
('181', 'Kartkówka', 'Plastyka', '5', '2017-01-31 16:35:57'), 
('181', 'Praca dodatkowa', 'Język Hiszpański', '5', '2016-11-01 13:26:22'), 
('181', 'Aktywność na lekcji', 'Plastyka', '2', '2016-11-27 16:19:42'), 
('181', 'Projekt', 'Matematyka', '5', '2016-12-16 20:10:18'), 
('181', 'Sprawdzian', 'Język Rosyjski', '6', '2016-11-16 10:47:39'), 
('181', 'Kartkówka', 'Plastyka', '4', '2016-09-20 05:59:31'), 
('181', 'Praca dodatkowa', 'Wychowanie Fizyczne', '2', '2017-01-25 01:03:45'), 
('181', 'Aktywność na lekcji', 'Geografia', '4', '2016-10-08 03:38:10'), 
('182', 'Aktywność na lekcji', 'Plastyka', '2', '2016-11-09 08:42:30'), 
('182', 'Praca dodatkowa', 'Zajęcia Artystyczne', '4', '2017-01-30 16:27:17'), 
('182', 'Kartkówka', 'Godzina Wychowawcza', '6', '2016-11-12 15:08:52'), 
('182', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '4', '2016-12-12 17:44:32'), 
('182', 'Aktywność na lekcji', 'Matematyka', '2', '2016-10-15 05:43:26'), 
('182', 'Kartkówka', 'Język Hiszpański', '3', '2016-10-11 00:02:50'), 
('182', 'Aktywność na lekcji', 'Biologia', '2', '2016-11-27 20:36:03'), 
('182', 'Zachowanie', 'Zajęcia Artystyczne', '6', '2016-10-20 16:09:46'), 
('182', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '1', '2016-10-08 05:08:39'), 
('182', 'Egzamin', 'Muzyka', '1', '2016-11-24 21:47:56'), 
('182', 'Egzamin', 'Język Rosyjski', '3', '2016-10-14 19:17:05'), 
('182', 'Projekt', 'Język Francuski', '1', '2016-12-05 01:00:32'), 
('182', 'Projekt', 'Biologia', '6', '2017-01-30 01:14:37'), 
('182', 'Kartkówka', 'Zajęcia Artystyczne', '5', '2016-11-03 18:12:43'), 
('182', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '1', '2017-01-13 16:46:18'), 
('182', 'Projekt', 'Język Hiszpański', '5', '2016-10-23 23:27:29'), 
('182', 'Zachowanie', 'Godzina Wychowawcza', '4', '2016-09-09 20:25:51'), 
('182', 'Praca dodatkowa', 'Religia', '1', '2016-09-15 04:29:11'), 
('182', 'Egzamin', 'Język Angielski', '2', '2016-12-06 11:44:11'), 
('182', 'Kartkówka', 'Język Włoski', '3', '2017-01-23 17:00:07'), 
('182', 'Zachowanie', 'Technika', '4', '2017-01-22 12:40:33'), 
('182', 'Zachowanie', 'Matematyka', '6', '2016-09-29 07:49:16'), 
('182', 'Praca dodatkowa', 'Godzina Wychowawcza', '6', '2016-12-30 22:59:25'), 
('182', 'Projekt', 'Biologia', '4', '2016-12-16 14:37:07'), 
('182', 'Projekt', 'Muzyka', '6', '2016-09-20 07:55:49'), 
('182', 'Aktywność na lekcji', 'Język Rosyjski', '2', '2016-10-28 21:34:15'), 
('182', 'Sprawdzian', 'Geografia', '1', '2016-11-13 09:50:49'), 
('182', 'Odpowiedź ustna', 'Biologia', '6', '2016-09-26 10:19:58'), 
('182', 'Praca dodatkowa', 'Język Angielski', '6', '2016-11-03 19:44:04'), 
('182', 'Zachowanie', 'Religia', '6', '2016-09-18 16:30:51'), 
('183', 'Projekt', 'Zajęcia Artystyczne', '5', '2016-12-31 07:08:19'), 
('183', 'Projekt', 'Godzina Wychowawcza', '3', '2016-11-23 21:52:57'), 
('183', 'Egzamin', 'Religia', '1', '2016-09-11 03:00:07'), 
('183', 'Aktywność na lekcji', 'Religia', '6', '2016-11-04 17:15:46'), 
('183', 'Zachowanie', 'Religia', '6', '2016-12-21 17:17:37'), 
('183', 'Projekt', 'Język Rosyjski', '3', '2016-12-10 03:59:02'), 
('183', 'Odpowiedź ustna', 'Język Włoski', '6', '2017-01-03 00:14:58'), 
('183', 'Aktywność na lekcji', 'Język Francuski', '1', '2016-11-23 09:25:36'), 
('183', 'Projekt', 'Geografia', '1', '2017-01-10 19:04:02'), 
('183', 'Odpowiedź ustna', 'Informatyka', '3', '2016-10-26 23:35:48'), 
('183', 'Projekt', 'Fizyka', '6', '2016-11-07 22:41:17'), 
('183', 'Zachowanie', 'Plastyka', '3', '2017-01-07 10:03:40'), 
('183', 'Praca dodatkowa', 'Fizyka', '4', '2016-11-14 16:29:06'), 
('183', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '5', '2016-11-06 23:02:54'), 
('183', 'Sprawdzian', 'Zajęcia Artystyczne', '5', '2016-11-18 13:06:58'), 
('183', 'Projekt', 'Język Rosyjski', '3', '2016-09-14 05:03:53'), 
('183', 'Odpowiedź ustna', 'Język Francuski', '4', '2016-12-08 17:25:47'), 
('183', 'Egzamin', 'Informatyka', '6', '2017-01-18 15:43:23'), 
('183', 'Egzamin', 'Geografia', '3', '2016-11-21 12:15:21'), 
('183', 'Praca dodatkowa', 'Język Włoski', '6', '2016-09-27 20:11:44'), 
('183', 'Praca dodatkowa', 'Język Hiszpański', '3', '2017-02-01 12:19:41'), 
('183', 'Kartkówka', 'Język Angielski', '3', '2016-11-17 19:44:38'), 
('183', 'Projekt', 'Fizyka', '3', '2017-01-24 19:58:30'), 
('183', 'Sprawdzian', 'Godzina Wychowawcza', '6', '2016-09-25 20:09:59'), 
('184', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '6', '2016-10-18 06:04:32'), 
('184', 'Zachowanie', 'Język Polski', '3', '2016-12-30 18:17:09'), 
('184', 'Aktywność na lekcji', 'Chemia', '6', '2016-11-04 11:19:11'), 
('184', 'Aktywność na lekcji', 'Geografia', '6', '2016-12-20 13:35:38'), 
('184', 'Kartkówka', 'Biologia', '4', '2017-02-01 06:11:23'), 
('184', 'Sprawdzian', 'Język Polski', '6', '2016-10-10 19:53:05'), 
('184', 'Projekt', 'Informatyka', '6', '2016-09-07 12:25:58'), 
('184', 'Zachowanie', 'Język Rosyjski', '4', '2016-12-17 23:59:13'), 
('184', 'Sprawdzian', 'Matematyka', '6', '2016-11-19 00:46:49'), 
('184', 'Projekt', 'Chemia', '3', '2017-01-16 03:09:40'), 
('184', 'Kartkówka', 'Wiedza o Społeczeństwie', '4', '2017-01-08 02:58:22'), 
('184', 'Projekt', 'Wiedza o Społeczeństwie', '4', '2016-09-20 01:47:48'), 
('184', 'Kartkówka', 'Zajęcia Artystyczne', '2', '2016-10-16 18:35:38'), 
('184', 'Odpowiedź ustna', 'Język Włoski', '1', '2016-09-16 12:09:15'), 
('184', 'Odpowiedź ustna', 'Biologia', '4', '2016-10-27 00:33:20'), 
('184', 'Egzamin', 'Biologia', '2', '2016-10-19 05:56:36'), 
('184', 'Odpowiedź ustna', 'Język Polski', '3', '2016-11-17 03:29:49'), 
('184', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '3', '2016-12-14 01:39:14'), 
('184', 'Projekt', 'Wychowanie do Życia w Rodzinie', '5', '2017-01-29 03:57:10'), 
('184', 'Projekt', 'Plastyka', '5', '2016-10-22 08:14:55'), 
('184', 'Egzamin', 'Geografia', '4', '2016-12-19 08:51:35'), 
('184', 'Zachowanie', 'Język Rosyjski', '6', '2016-09-20 07:34:58'), 
('184', 'Kartkówka', 'Muzyka', '2', '2017-01-29 00:17:10'), 
('184', 'Egzamin', 'Chemia', '1', '2017-01-02 00:02:23'), 
('184', 'Kartkówka', 'Biologia', '5', '2016-10-15 01:51:24'), 
('184', 'Zachowanie', 'Zajęcia Artystyczne', '6', '2017-01-11 08:48:51'), 
('185', 'Sprawdzian', 'Technika', '3', '2016-12-06 19:31:22'), 
('185', 'Aktywność na lekcji', 'Muzyka', '5', '2017-02-01 16:31:18'), 
('185', 'Praca dodatkowa', 'Wychowanie Fizyczne', '3', '2016-09-25 04:24:55'), 
('185', 'Projekt', 'Język Francuski', '4', '2016-12-30 05:01:40'), 
('185', 'Projekt', 'Technika', '1', '2017-02-03 04:27:24'), 
('185', 'Egzamin', 'Chemia', '2', '2016-12-11 01:40:54'), 
('185', 'Egzamin', 'Plastyka', '4', '2016-10-16 15:18:14'), 
('185', 'Zachowanie', 'Informatyka', '6', '2016-12-10 19:50:26'), 
('185', 'Kartkówka', 'Matematyka', '1', '2017-01-19 17:46:51'), 
('185', 'Zachowanie', 'Język Włoski', '2', '2017-01-23 03:04:39'), 
('185', 'Kartkówka', 'Fizyka', '3', '2016-09-27 06:20:00'), 
('185', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '2', '2016-10-23 06:41:35'), 
('185', 'Zachowanie', 'Muzyka', '5', '2016-09-17 10:40:21'), 
('185', 'Praca dodatkowa', 'Plastyka', '3', '2016-09-19 04:20:18'), 
('185', 'Kartkówka', 'Plastyka', '2', '2016-10-30 02:46:30'), 
('185', 'Egzamin', 'Biologia', '6', '2017-01-04 05:54:58'), 
('185', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '3', '2016-11-17 09:59:46'), 
('185', 'Kartkówka', 'Zajęcia Artystyczne', '5', '2016-12-23 07:48:09'), 
('185', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '6', '2016-12-04 03:38:30'), 
('185', 'Projekt', 'Muzyka', '4', '2016-12-06 20:54:59'), 
('185', 'Odpowiedź ustna', 'Język Angielski', '6', '2016-12-25 22:09:46'), 
('186', 'Praca dodatkowa', 'Język Francuski', '6', '2016-12-14 07:36:06'), 
('186', 'Aktywność na lekcji', 'Chemia', '3', '2016-11-03 09:03:10'), 
('186', 'Egzamin', 'Język Francuski', '1', '2017-01-26 19:55:02'), 
('186', 'Odpowiedź ustna', 'Fizyka', '2', '2017-01-14 05:18:44'), 
('186', 'Projekt', 'Wychowanie Fizyczne', '2', '2016-10-27 03:30:40'), 
('186', 'Aktywność na lekcji', 'Język Angielski', '1', '2016-10-11 23:44:40'), 
('186', 'Projekt', 'Godzina Wychowawcza', '2', '2017-01-29 06:12:54'), 
('186', 'Egzamin', 'Język Polski', '2', '2016-11-06 14:26:23'), 
('186', 'Sprawdzian', 'Godzina Wychowawcza', '2', '2017-01-07 00:19:39'), 
('186', 'Praca dodatkowa', 'Technika', '4', '2016-12-08 19:42:51'), 
('186', 'Praca dodatkowa', 'Język Włoski', '3', '2016-09-13 14:05:22'), 
('186', 'Kartkówka', 'Wychowanie Fizyczne', '6', '2016-10-19 22:27:35'), 
('186', 'Kartkówka', 'Zajęcia Artystyczne', '6', '2016-12-14 08:30:32'), 
('186', 'Projekt', 'Język Hiszpański', '1', '2016-09-12 05:46:16'), 
('186', 'Zachowanie', 'Technika', '6', '2016-09-22 03:58:15'), 
('186', 'Kartkówka', 'Fizyka', '5', '2016-10-18 15:00:52'), 
('186', 'Egzamin', 'Muzyka', '6', '2016-12-28 10:43:09'), 
('186', 'Zachowanie', 'Zajęcia Artystyczne', '5', '2016-11-22 04:49:15'), 
('186', 'Kartkówka', 'Język Hiszpański', '5', '2017-01-03 03:09:05'), 
('186', 'Aktywność na lekcji', 'Muzyka', '3', '2016-10-10 02:38:00'), 
('186', 'Odpowiedź ustna', 'Matematyka', '6', '2017-01-16 00:21:49'), 
('186', 'Kartkówka', 'Biologia', '4', '2016-12-08 12:48:14'), 
('186', 'Zachowanie', 'Biologia', '6', '2016-09-28 20:12:30'), 
('186', 'Odpowiedź ustna', 'Informatyka', '1', '2017-01-06 13:18:58'), 
('186', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '6', '2016-11-16 18:49:44'), 
('186', 'Praca dodatkowa', 'Godzina Wychowawcza', '4', '2017-01-07 10:04:17'), 
('186', 'Praca dodatkowa', 'Informatyka', '2', '2017-01-26 18:17:25'), 
('187', 'Odpowiedź ustna', 'Technika', '5', '2016-11-13 00:45:14'), 
('187', 'Odpowiedź ustna', 'Matematyka', '6', '2017-01-16 21:14:41'), 
('187', 'Sprawdzian', 'Język Hiszpański', '3', '2016-12-04 10:54:11'), 
('187', 'Zachowanie', 'Język Angielski', '2', '2016-09-28 03:07:24'), 
('187', 'Sprawdzian', 'Plastyka', '1', '2016-12-11 20:35:54'), 
('187', 'Aktywność na lekcji', 'Fizyka', '1', '2016-12-13 17:20:24'), 
('187', 'Egzamin', 'Język Włoski', '6', '2016-09-18 04:27:41'), 
('187', 'Sprawdzian', 'Fizyka', '5', '2017-01-28 11:32:39'), 
('187', 'Zachowanie', 'Wychowanie Fizyczne', '4', '2016-09-23 18:09:17'), 
('187', 'Egzamin', 'Godzina Wychowawcza', '2', '2017-01-11 16:27:35'), 
('187', 'Zachowanie', 'Religia', '1', '2016-11-18 01:53:30'), 
('187', 'Kartkówka', 'Zajęcia Artystyczne', '4', '2016-12-04 08:13:52'), 
('187', 'Kartkówka', 'Język Rosyjski', '4', '2016-10-24 10:09:23'), 
('187', 'Egzamin', 'Wychowanie Fizyczne', '2', '2016-12-30 09:56:20'), 
('187', 'Praca dodatkowa', 'Biologia', '4', '2016-11-01 22:13:07'), 
('187', 'Projekt', 'Język Polski', '3', '2016-12-29 17:20:03'), 
('187', 'Egzamin', 'Religia', '2', '2016-10-14 05:31:22'), 
('187', 'Egzamin', 'Język Rosyjski', '6', '2016-10-08 02:40:56'), 
('187', 'Zachowanie', 'Język Polski', '3', '2017-01-09 04:36:15'), 
('187', 'Aktywność na lekcji', 'Godzina Wychowawcza', '6', '2016-10-18 02:25:45'), 
('187', 'Praca dodatkowa', 'Język Hiszpański', '4', '2016-10-25 19:24:51'), 
('187', 'Zachowanie', 'Fizyka', '3', '2016-12-30 03:22:39'), 
('188', 'Projekt', 'Informatyka', '4', '2017-01-14 03:31:13'), 
('188', 'Aktywność na lekcji', 'Godzina Wychowawcza', '4', '2016-11-28 11:40:43'), 
('188', 'Praca dodatkowa', 'Muzyka', '4', '2016-12-06 23:45:17'), 
('188', 'Kartkówka', 'Godzina Wychowawcza', '1', '2016-11-15 08:41:56'), 
('188', 'Zachowanie', 'Matematyka', '6', '2016-10-03 18:09:00'), 
('188', 'Egzamin', 'Fizyka', '3', '2016-11-02 18:57:30'), 
('188', 'Egzamin', 'Religia', '4', '2017-01-06 04:00:14'), 
('188', 'Zachowanie', 'Godzina Wychowawcza', '3', '2017-02-01 16:46:24'), 
('188', 'Egzamin', 'Język Francuski', '1', '2016-09-26 07:11:45'), 
('188', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '4', '2016-12-21 14:25:52'), 
('188', 'Sprawdzian', 'Język Hiszpański', '1', '2016-10-21 23:44:24'), 
('188', 'Egzamin', 'Język Hiszpański', '4', '2016-10-11 23:02:19'), 
('188', 'Zachowanie', 'Matematyka', '4', '2016-10-02 09:10:59'), 
('188', 'Kartkówka', 'Język Angielski', '1', '2016-12-13 05:19:16'), 
('188', 'Aktywność na lekcji', 'Fizyka', '6', '2016-09-26 06:48:48'), 
('188', 'Zachowanie', 'Matematyka', '6', '2016-11-22 22:47:46'), 
('188', 'Sprawdzian', 'Geografia', '1', '2017-01-10 19:43:03'), 
('188', 'Projekt', 'Wychowanie do Życia w Rodzinie', '2', '2017-01-25 11:58:28'), 
('188', 'Praca dodatkowa', 'Język Polski', '4', '2016-10-15 22:18:24'), 
('188', 'Projekt', 'Geografia', '5', '2016-11-12 17:13:09'), 
('188', 'Praca dodatkowa', 'Język Polski', '3', '2016-12-24 15:37:17'), 
('188', 'Kartkówka', 'Język Polski', '6', '2016-12-01 10:39:04'), 
('188', 'Praca dodatkowa', 'Zajęcia Artystyczne', '5', '2016-10-13 22:49:48'), 
('188', 'Zachowanie', 'Matematyka', '6', '2016-11-20 03:24:15'), 
('188', 'Praca dodatkowa', 'Język Włoski', '2', '2017-01-21 20:21:04'), 
('188', 'Zachowanie', 'Matematyka', '6', '2016-12-10 19:25:04'), 
('188', 'Aktywność na lekcji', 'Język Włoski', '1', '2016-12-30 12:38:34'), 
('188', 'Odpowiedź ustna', 'Język Włoski', '1', '2016-10-31 18:12:17'), 
('189', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '1', '2016-10-08 16:45:42'), 
('189', 'Odpowiedź ustna', 'Język Francuski', '4', '2016-11-18 23:38:26'), 
('189', 'Sprawdzian', 'Język Angielski', '4', '2016-12-17 19:04:56'), 
('189', 'Sprawdzian', 'Matematyka', '1', '2016-12-05 23:21:25'), 
('189', 'Odpowiedź ustna', 'Religia', '5', '2016-12-14 22:03:59'), 
('189', 'Sprawdzian', 'Biologia', '2', '2017-01-12 14:06:17'), 
('189', 'Praca dodatkowa', 'Zajęcia Artystyczne', '6', '2016-12-01 01:49:51'), 
('189', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '4', '2016-11-28 08:28:52'), 
('189', 'Aktywność na lekcji', 'Informatyka', '2', '2016-12-29 20:20:15'), 
('189', 'Zachowanie', 'Plastyka', '1', '2017-01-29 01:16:13'), 
('189', 'Zachowanie', 'Chemia', '2', '2017-01-30 11:02:42'), 
('189', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '3', '2016-10-16 11:35:25'), 
('189', 'Aktywność na lekcji', 'Matematyka', '5', '2017-01-24 01:22:53'), 
('189', 'Praca dodatkowa', 'Zajęcia Artystyczne', '6', '2016-10-02 01:19:16'), 
('189', 'Kartkówka', 'Wiedza o Społeczeństwie', '5', '2016-11-05 04:36:16'), 
('189', 'Zachowanie', 'Fizyka', '3', '2016-10-13 23:34:05'), 
('189', 'Projekt', 'Informatyka', '5', '2016-12-13 19:30:28'), 
('189', 'Zachowanie', 'Informatyka', '2', '2016-12-08 00:03:42'), 
('189', 'Sprawdzian', 'Muzyka', '6', '2016-10-30 11:32:05'), 
('189', 'Aktywność na lekcji', 'Technika', '4', '2016-12-02 05:22:15'), 
('189', 'Aktywność na lekcji', 'Geografia', '5', '2016-11-03 15:27:11'), 
('189', 'Odpowiedź ustna', 'Język Hiszpański', '6', '2016-10-06 21:37:11'), 
('189', 'Sprawdzian', 'Matematyka', '4', '2016-12-31 03:06:38'), 
('189', 'Odpowiedź ustna', 'Matematyka', '2', '2016-09-07 10:25:59'), 
('189', 'Praca dodatkowa', 'Język Angielski', '1', '2016-09-17 03:40:27'), 
('189', 'Aktywność na lekcji', 'Język Hiszpański', '6', '2017-01-05 19:07:57'), 
('189', 'Kartkówka', 'Język Francuski', '5', '2016-10-24 21:51:44'), 
('189', 'Projekt', 'Język Francuski', '2', '2016-09-19 02:03:39'), 
('190', 'Odpowiedź ustna', 'Geografia', '3', '2017-01-22 04:10:15'), 
('190', 'Projekt', 'Biologia', '4', '2016-09-17 13:59:09'), 
('190', 'Aktywność na lekcji', 'Język Polski', '1', '2016-09-12 20:37:49'), 
('190', 'Praca dodatkowa', 'Biologia', '1', '2016-11-21 16:36:36'), 
('190', 'Aktywność na lekcji', 'Informatyka', '3', '2016-12-24 13:51:31'), 
('190', 'Praca dodatkowa', 'Informatyka', '6', '2017-01-09 00:47:54'), 
('190', 'Egzamin', 'Język Rosyjski', '2', '2016-11-15 19:52:43'), 
('190', 'Aktywność na lekcji', 'Język Rosyjski', '3', '2016-12-30 15:31:27'), 
('190', 'Projekt', 'Informatyka', '3', '2016-11-30 16:23:04'), 
('190', 'Praca dodatkowa', 'Język Hiszpański', '6', '2016-12-29 08:42:09'), 
('190', 'Projekt', 'Plastyka', '2', '2016-12-17 10:37:38'), 
('190', 'Projekt', 'Język Rosyjski', '2', '2016-12-17 14:17:39'), 
('190', 'Kartkówka', 'Język Hiszpański', '5', '2016-11-15 03:35:48'), 
('190', 'Egzamin', 'Język Angielski', '4', '2016-10-12 13:58:19'), 
('190', 'Odpowiedź ustna', 'Matematyka', '5', '2017-01-10 19:09:36'), 
('190', 'Sprawdzian', 'Język Francuski', '1', '2016-10-13 04:34:53'), 
('190', 'Sprawdzian', 'Zajęcia Artystyczne', '1', '2017-01-29 22:10:41'), 
('190', 'Praca dodatkowa', 'Język Włoski', '1', '2016-12-10 12:32:54'), 
('190', 'Odpowiedź ustna', 'Godzina Wychowawcza', '2', '2016-10-06 17:42:21'), 
('190', 'Projekt', 'Język Angielski', '5', '2016-12-08 20:03:18'), 
('190', 'Projekt', 'Biologia', '2', '2016-11-05 07:23:05'), 
('190', 'Odpowiedź ustna', 'Fizyka', '6', '2016-10-03 22:13:42'), 
('190', 'Projekt', 'Język Polski', '3', '2016-12-26 04:02:40'), 
('190', 'Odpowiedź ustna', 'Informatyka', '3', '2017-01-02 15:38:30'), 
('191', 'Odpowiedź ustna', 'Biologia', '3', '2016-11-04 21:07:23'), 
('191', 'Zachowanie', 'Muzyka', '5', '2017-01-04 21:11:58'), 
('191', 'Kartkówka', 'Język Francuski', '1', '2017-01-01 13:28:12'), 
('191', 'Projekt', 'Technika', '2', '2016-12-12 07:44:48'), 
('191', 'Kartkówka', 'Wiedza o Społeczeństwie', '2', '2016-09-26 02:18:36'), 
('191', 'Sprawdzian', 'Godzina Wychowawcza', '4', '2016-10-27 06:27:03'), 
('191', 'Projekt', 'Wychowanie Fizyczne', '5', '2016-09-15 16:45:15'), 
('191', 'Projekt', 'Język Hiszpański', '5', '2016-11-07 01:27:32'), 
